,brand,name,price,n_of_reviews,n_of_loves,review_score,size,clean_product,category_Anti-Aging,category_BB_&_CC_Cream,category_Bath_&_Shower,category_Beauty_Supplements,category_Blemish_&_Acne_Treatments,category_Blotting_Papers,category_Body_Lotions_&_Body_Oils,category_Cellulite_&_Stretch_Marks,category_Decollete_&_Neck_Creams,category_Exfoliators,category_Eye_Creams_&_Treatments,category_Eye_Masks,category_Face_Masks,category_Face_Oils,category_Face_Primer,category_Face_Serums,category_Face_Sunscreen,category_Face_Wash_&_Cleansers,category_Facial_Peels,category_Foundation,category_Hair_Oil,category_Highlighter,category_Holistic_Wellness,category_Mini_Size,category_Mists_&_Essences,category_Moisturizer_&_Treatments,category_Moisturizers,category_Night_Creams,category_Setting_Spray_&_Powder,category_Sheet_Masks,category_Skincare,category_Tinted_Moisturizer,category_Toners,category_Tools,category_Value_&_Gift_Sets,reviews_to_loves_ratio,return_on_reviews,price_per_ounce
1432,HUM Nutrition,Collagen Love Skin Firming Supplement,40.0,31,11682,4.4839,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,14.46,
1433,Vital Proteins,Marine Collagen,48.0,9,1772,4.7778,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,53.09,6.86
1434,Cocofloss,Cocofloss,9.0,239,15803,4.318,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.51,1.81,
1435,Vital Proteins,Collagen Beauty Glow - Tropical Hibiscus,54.0,3,2300,5.0,10.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,166.67,5.0
1436,SEPHORA COLLECTION,Sephora Collection x OLLY: Lustrous Hair,15.0,14,5669,4.5714,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,32.65,
1437,Nurse Jamie,Uplift Massaging Beauty Roller,69.0,75,18283,4.2667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.41,5.69,
1438,SEPHORA COLLECTION,Sephora Collection x OLLY: Glowing Skin,15.0,20,6477,4.45,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,22.25,
1439,Murad,Pure Skin® Clarifying Dietary Supplement,50.0,498,11165,4.1104,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,0.83,
1440,Murad,Firm and Tone Dietary Supplement Pack,138.0,75,5627,3.9333,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,5.24,
1442,WelleCo,The Super Elixir™,135.0,8,1943,4.5,10.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,56.25,12.74
1443,Vitruvi,Stone Diffuser,119.0,20,4849,4.35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.41,21.75,
1444,Slip,Beauty Sleep To Go!,119.0,6,7474,4.1667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,69.44,
1445,Crushed Tonic,Anti-Aging Collagen Elixir,105.0,32,905,4.7188,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,14.75,
1447,Herbivore,Rose Quartz Facial Roller,40.0,30,11701,3.1667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,10.56,
1448,HUM Nutrition,Red Carpet Skin and Hair Health Supplement,25.0,94,10928,4.1064,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,4.37,
1449,KORA Organics,Rose Quartz Heart Facial Gua Sha,58.0,15,4614,3.9333,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.33,26.22,
1450,HUM Nutrition,Beauty zzZz Sleep Support Supplement,10.0,117,8680,4.0598,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,3.47,
1451,WelleCo,The Super Elixir™ Refill,80.0,4,662,4.75,10.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,118.75,7.55
1452,HUM Nutrition,OMG! Omega The Great Fish Oil Supplement,30.0,55,7674,4.3636,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,7.93,
1453,Perricone MD,Skin & Total Body Dietary Supplements,155.0,77,3335,4.5325,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,5.89,
1454,Moon Juice,Sex Dust®,38.0,49,4625,3.8571,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,7.87,25.33
1455,Herbivore,Coconut Milk Bath Soak,18.0,33,6629,4.0606,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,12.3,2.25
1456,HUM Nutrition,Uber Energy Adrenal Fatigue and Adaptogen Supplement,25.0,49,7316,3.9184,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,8.0,
1457,HUM Nutrition,Wing Man Liver Detox and Dark Circle Supplement,25.0,42,9667,3.7143,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.43,8.84,
1458,8Greens,8G Dietary Supplement,14.0,15,1137,5.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,33.33,
1459,SEPHORA COLLECTION,Sephora Collection x OLLY: Skin Detox,15.0,14,3649,3.6429,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,26.02,
1460,The Beauty Chef,HYDRATION Inner Beauty Boost,50.0,58,2812,4.7241,16.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,8.14,2.96
1461,Slip,Pure Silk Sleepmask Zodiac Edition,50.0,16,7285,4.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.22,28.12,
1462,HUM Nutrition,Raw Beauty Skin & Energy Superfood Powder - Mint Chocolate,39.0,218,8967,4.1422,8.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,1.9,4.59
1463,The Beauty Chef,ANTIOXIDANT Inner Beauty Boost,50.0,40,2347,4.875,16.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,12.19,2.96
1464,SEPHORA COLLECTION,Sephora Collection x OLLY: Radiant Sleep,15.0,11,3179,4.2727,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,38.84,
1465,Vital Proteins,Collagen Creamer,29.0,28,2296,3.9643,10.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,14.16,2.84
1466,HUM Nutrition,"Runway Ready Skin, Hair & Nail Repair Kit",35.0,79,9513,4.3671,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,5.53,
1467,Vitruvi,Quiet Time Diffuser Set,135.0,5,187,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.67,100.0,
1468,Herbivore,Rose Quartz Gua Sha,18.0,11,3177,3.7273,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.35,33.88,
1469,Vital Proteins,Matcha Collagen,49.0,10,1803,4.9,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,49.0,4.08
1470,HUM Nutrition,Moody Bird™ PMS Support Supplement,25.0,42,6342,4.4048,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,10.49,
1471,HUM Nutrition,Cleanse to the Rescue 21 Day Detox Kit,42.0,53,9266,3.717,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,7.01,
1472,REN Clean Skincare,And Now to Sleep Pillow Spray,25.0,70,6661,4.3286,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.05,6.18,10.0
1473,Golde,Matcha Golde,29.0,4,244,5.0,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,125.0,6.9
1474,Perricone MD,Super Greens Dietary Supplement,80.0,30,3706,4.5,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,15.0,13.79
1475,Moon Juice,Beauty Dust®,38.0,74,9123,4.2432,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,5.73,25.33
1476,WelleCo,The Nourishing Protein,70.0,3,694,4.6667,10.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,155.56,6.67
1477,HUM Nutrition,Raw Beauty Skin & Energy Superfood Powder - Vanilla Berry,39.0,55,5536,4.2364,8.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,7.7,4.59
1478,Kopari,Coconut Toothpaste,12.0,11,2390,4.2727,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.46,38.84,3.53
1479,Moon Juice,Full Moon Dust® Box,35.0,70,8180,3.8429,15.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,5.49,2.24
1480,HUM Nutrition,Here Comes The Sun Vitamin D Supplement,20.0,28,6643,4.5357,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,16.2,
1481,Moon Juice,Brain Dust®,38.0,37,4182,4.3243,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,11.69,25.33
1482,Moon Juice,Beauty Shroom™ Vegan Collagen Protection,58.0,7,2476,3.8571,8.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,55.1,6.82
1483,HUM Nutrition,Killer Nails™ Supplements,20.0,45,6316,4.4222,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,9.83,
1484,HUM Nutrition,Collagen POP + Vitamin C Dissolvable Tablets,12.0,106,4663,3.3491,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,3.16,
1485,KORA Organics,Noni Glow Skinfood Dietary Supplement Powder,55.0,62,4903,3.629,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,5.85,
1486,Kopari,Coconut Oil Pullers,28.0,14,3883,3.7857,4.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.36,27.04,6.06
1487,Perricone MD,Health & Weight Management Dietary Supplements,210.0,29,1481,4.3103,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,14.86,
1488,Golde,Cacao Golde,29.0,4,238,5.0,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,125.0,6.9
1489,Golde,Original Golde,29.0,6,374,5.0,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,83.33,6.9
1490,Ouai,Hair Supplement for Dry Hair,28.0,6,1269,3.6667,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,61.11,
1491,Moon Juice,Blue Beauty Adaptogenic Protein,50.0,44,2634,4.7727,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,10.85,3.12
1492,Perricone MD,The Essential Multivitamin+,50.0,7,892,4.2857,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,61.22,
1493,HUM Nutrition,Turn Back Time Turmeric Supplement,40.0,16,4500,4.1875,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,26.17,
1495,Perricone MD,Metabolism Booster,55.0,8,1585,3.5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,43.75,
1496,Perricone MD,Skin Clear Dietary Supplements,95.0,81,2858,3.9136,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,4.83,
1497,Moon Juice,Cosmic Cocoa,30.0,2,1062,5.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,250.0,6.0
1499,HUM Nutrition,Flawless + Fearless Breakout Control Kit,29.0,19,5990,3.6842,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,19.39,
1500,Moon Juice,Dream Dust®,38.0,18,2166,4.1111,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,22.84,25.33
1501,Four Sigmatic,Mushroom Sampler Mix,20.0,40,1999,4.625,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,11.56,
1502,HUM Nutrition,Arctic Repair Fine Lines and Wrinkles Supplement,60.0,13,2956,4.1538,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,31.95,
1503,Vitruvi,Organic Lavender Oil,18.0,5,1139,5.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.44,100.0,60.0
1504,Nurse Jamie,Eyeonix Eye Massaging Beauty Tool,49.0,12,2977,3.75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4,31.25,
1505,Perricone MD,Omega 3 Dietary Supplement,42.0,73,2061,4.6164,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,6.32,
1506,HUM Nutrition,Raw Beauty Skin & Energy Superfood Powder - Tropical,39.0,15,1877,4.1333,8.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,27.56,4.59
1507,Four Sigmatic,Mushroom Coffee Mix with Lion's Mane & Chaga,15.0,65,2052,4.8769,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,7.5,1.67
1508,Moon Juice,Cosmic Matcha™,40.0,1,483,5.0,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,500.0,11.43
1509,HUM Nutrition,Raw Beauty To-Go Superfood Powder - Mint Chocolate,25.0,39,3660,4.1282,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,10.59,5.95
1511,Nurse Jamie,NuVibe RX Amethyst Massaging Beauty Tool,95.0,4,1716,4.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.23,112.5,
1512,Herbivore,Detox Soaking Salts,18.0,6,3017,3.1667,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,52.78,2.25
1514,Caudalie,Vinexpert Dietary Supplements,18.0,12,3635,4.1667,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,34.72,
1515,Vitruvi,Frankincense Essential Oil,18.0,2,539,5.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.37,250.0,60.0
1516,Vitruvi,Organic Eucalyptus Essential Oil,13.0,4,748,4.75,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.53,118.75,43.33
1517,Four Sigmatic,Mushroom Hot Cacao Mix with Reishi,20.0,61,4068,4.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,6.56,10.0
1518,The Beauty Chef,SLEEP Inner Beauty Powder,60.0,47,1658,4.5745,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,9.73,17.14
1519,Murad,Beauty RESTore Sleep Oral Spray,25.0,21,976,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.15,19.05,25.0
1520,Perricone MD,Sleep Booster,35.0,6,914,4.3333,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,72.22,
1521,Four Sigmatic,Mushroom Matcha Drink Mix with Lion's Mane & Ginger,33.0,36,2310,4.8056,2.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,13.35,15.57
1522,Moon Juice,Spirit Dust®,38.0,18,2606,4.7778,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,26.54,25.33
1523,WelleCo,The Super Elixir™ Travel Set,30.0,2,296,3.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,150.0,
1524,WelleCo,Sleep Welle Fortified Calming Tea,69.0,1,495,5.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,500.0,
1525,Vitruvi,Pink Grapefruit Essential Oil,13.0,5,866,5.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.58,100.0,43.33
1526,Perricone MD,Skin Booster,55.0,10,3129,4.8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,48.0,
1527,Vitruvi,Sleep Face & Body Mist,24.0,1,549,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.18,500.0,24.0
1528,Vital Proteins,Collagen Beauty Glow - Lavender Lemon,54.0,3,450,3.6667,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,122.22,5.4
1529,Moon Juice,Night Beauty,65.0,4,978,2.75,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,68.75,21.67
1530,bkr,Spiked Prenup Glass Water Bottle,45.0,7,2161,3.8571,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.32,55.1,2.81
1531,Vitruvi,Organic Sweet Orange Essential Oil,13.0,6,621,4.3333,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.97,72.22,43.33
1532,Vitruvi,Organic Peppermint Essential Oil,15.0,2,588,5.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.34,250.0,50.0
1533,Vital Proteins,Collagen Beauty Glow - Strawberry Lemon,54.0,1,317,1.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,100.0,5.4
1534,Dr. Brandt Skincare,Antioxidant Water Booster Triple Power Ingestible Water Supplement,39.0,813,2828,3.9496,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.75,0.49,19.5
1535,WelleCo,Sleep Welle Fortified Calming Tea Refill,37.0,2,381,5.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,250.0,
1536,Four Sigmatic,Mushroom Mocha Mix with Chaga & Cacao,20.0,29,1108,4.8621,1.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,16.77,11.11
1537,Vital Proteins,Beauty Collagen - Tropical Hibiscus,32.0,1,495,3.0,11.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,300.0,2.78
1538,Moon Juice,Power Dust®,38.0,9,2067,4.5556,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,50.62,25.33
1539,Four Sigmatic,Mushroom Lemonade Mix with Charcoal & Chaga,30.0,7,632,4.2857,3.53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,61.22,8.5
1540,Vitruvi,Geranium Essential Oil,18.0,1,406,4.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,400.0,60.0
1541,Four Sigmatic,Mushroom Matcha Latte Mix with Maitake,20.0,24,1066,4.375,2.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,18.23,9.52
1542,Ouai,Hair Supplement for Oily Scalp,28.0,9,1163,3.1111,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,34.57,
1543,Vital Proteins,Beauty Collagen – Strawberry Lemon,34.0,12,1379,2.25,7.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,18.75,4.34
